N,종목명,현재가,전일비,등락률,액면가,매출액,자산총계,영업이익
315.0,ARIRANG 200,34050.0,75.0,-0.22%,0.0,,,
316.0,교보증권,4990.0,5.0,+0.10%,5000.0,40659.0,134173.0,517.0
317.0,대한해운,1776.0,46.0,+2.66%,500.0,16120.0,44903.0,2677.0
318.0,빙그레,57200.0,700.0,-1.21%,5000.0,12677.0,7693.0,394.0
319.0,TIGER Fn반도체TOP10,9930.0,130.0,+1.33%,0.0,,,
320.0,동국제강,11250.0,90.0,-0.79%,5000.0,,,
321.0,신영증권,59200.0,800.0,+1.37%,5000.0,23535.0,101988.0,1156.0
322.0,케이씨텍,26600.0,200.0,+0.76%,500.0,3782.0,4833.0,603.0
323.0,TIGER 미국달러단기채권액티브,11575.0,5.0,+0.04%,0.0,,,
324.0,LX홀딩스,7270.0,50.0,-0.68%,1000.0,2369.0,16350.0,1589.0
325.0,KODEX 반도체,34200.0,495.0,+1.47%,0.0,,,
326.0,NICE평가정보,9040.0,200.0,-2.16%,500.0,4799.0,4811.0,716.0
327.0,KOSEF 200TR,41720.0,90.0,-0.22%,0.0,,,
328.0,KODEX 미국나스닥100TR,13790.0,95.0,-0.68%,0.0,,,
329.0,SPC삼립,63100.0,300.0,-0.47%,5000.0,33145.0,12954.0,895.0
330.0,메리츠 KIS CD금리투자 ETN,51235.0,0.0,0.00%,0.0,,,
331.0,자화전자,24500.0,700.0,-2.78%,500.0,2923.0,5058.0,-117.0
332.0,ARIRANG 국고채10년액티브,50140.0,25.0,+0.05%,0.0,,,
333.0,화승엔터프라이즈,8700.0,10.0,-0.11%,500.0,16540.0,14758.0,528.0
334.0,삼성 레버리지 WTI원유 선물 ETN,1300.0,50.0,-3.70%,0.0,,,
335.0,현대홈쇼핑,43650.0,800.0,+1.87%,5000.0,21017.0,27820.0,1106.0
336.0,쏘카,15960.0,750.0,+4.93%,100.0,3976.0,5857.0,95.0
337.0,엠씨넥스,29000.0,50.0,-0.17%,500.0,11086.0,5389.0,107.0
338.0,미래에셋증권2우B,3705.0,5.0,+0.14%,5000.0,,,
339.0,ACE 미국나스닥100,15930.0,110.0,-0.69%,0.0,,,
340.0,유안타증권,2585.0,25.0,+0.98%,5000.0,24790.0,134199.0,433.0
341.0,쿠쿠홈시스,22950.0,400.0,+1.77%,100.0,9381.0,10170.0,1199.0
342.0,케이카,10700.0,70.0,-0.65%,500.0,21773.0,5344.0,500.0
343.0,유니드,75600.0,900.0,-1.18%,5000.0,14049.0,14893.0,1479.0
344.0,일진전기,13680.0,420.0,-2.98%,1000.0,11647.0,8395.0,315.0
345.0,HANARO 200,33560.0,50.0,-0.15%,0.0,,,
346.0,삼부토건,2480.0,10.0,+0.40%,1000.0,4632.0,5118.0,-630.0
347.0,동아에스티,58700.0,400.0,+0.69%,5000.0,6354.0,11577.0,167.0
348.0,애경산업,19080.0,100.0,-0.52%,1000.0,6104.0,4826.0,390.0
349.0,KODEX MSCI Korea TR,11210.0,30.0,-0.27%,0.0,,,
350.0,ACE 미국30년국채액티브(H),8350.0,20.0,-0.24%,0.0,,,
351.0,NICE,13110.0,160.0,+1.24%,500.0,27529.0,33786.0,1452.0
352.0,SK렌터카,10410.0,0.0,0.00%,500.0,12465.0,33420.0,951.0
353.0,고려제강,19350.0,50.0,+0.26%,1000.0,20726.0,25328.0,1335.0
354.0,TIGER 24-04 회사채(A+이상)액티브,51370.0,10.0,+0.02%,0.0,,,
355.0,흥아해운,2005.0,95.0,-4.52%,500.0,1779.0,3171.0,297.0
356.0,한섬,19570.0,480.0,+2.51%,500.0,15422.0,16847.0,1683.0
357.0,코람코라이프인프라리츠,5430.0,30.0,-0.55%,500.0,357.0,12576.0,254.0
358.0,일동제약,17350.0,160.0,+0.93%,1000.0,6377.0,6558.0,-735.0
359.0,신한 레버리지 WTI원유 선물 ETN(H),945.0,35.0,-3.57%,0.0,,,
360.0,한화손해보험,4045.0,15.0,-0.37%,5000.0,84738.0,203827.0,2457.0
361.0,서연이화,17380.0,120.0,-0.69%,500.0,28453.0,19303.0,1507.0
362.0,SBS,25700.0,50.0,+0.19%,5000.0,11738.0,14079.0,1856.0
363.0,ACE 종합채권(AA-이상)KIS액티브,97005.0,85.0,+0.09%,0.0,,,
364.0,SNT다이내믹스,13990.0,190.0,+1.38%,2500.0,4080.0,9310.0,258.0
365.0,티웨이항공,2290.0,10.0,-0.43%,500.0,5258.0,10425.0,-1039.0
366.0,KODEX 미국FANG플러스(H),30275.0,205.0,-0.67%,0.0,,,
367.0,KG케미칼,6670.0,30.0,-0.45%,1000.0,66074.0,69819.0,5011.0
368.0,ACE 200,33825.0,65.0,-0.19%,0.0,,,
369.0,KBSTAR 단기통안채,109765.0,10.0,+0.01%,0.0,,,
370.0,삼양사,44000.0,150.0,-0.34%,5000.0,26524.0,29496.0,820.0
371.0,화신,12680.0,10.0,+0.08%,500.0,16903.0,10046.0,874.0
372.0,부광약품,6230.0,290.0,-4.45%,500.0,1909.0,4009.0,-2.0
373.0,TIGER 25-10 회사채(A+이상)액티브,51180.0,0.0,0.00%,0.0,,,
374.0,송원산업,18380.0,290.0,-1.55%,500.0,13295.0,12173.0,1851.0
375.0,ARIRANG 국고채30년액티브,94040.0,200.0,-0.21%,0.0,,,
376.0,세아홀딩스,108500.0,100.0,-0.09%,5000.0,67458.0,59200.0,1961.0
377.0,엘브이엠씨홀딩스,2505.0,20.0,-0.79%,0.0,2493.0,6673.0,-144.0
378.0,바이오노트,4185.0,50.0,-1.18%,500.0,4797.0,17570.0,2954.0
379.0,E1,61800.0,1400.0,-2.22%,5000.0,79908.0,43397.0,2787.0
380.0,롯데정보통신,27500.0,800.0,-2.83%,5000.0,10477.0,8719.0,343.0
381.0,SOL 종합채권(AA-이상)액티브,102720.0,5.0,0.00%,0.0,,,
382.0,HDC,7030.0,180.0,+2.63%,5000.0,50449.0,115923.0,1585.0
383.0,신영증권우,58900.0,300.0,+0.51%,5000.0,,,
384.0,한국자산신탁,3350.0,25.0,-0.74%,500.0,2330.0,13638.0,1469.0
385.0,아세아시멘트,10650.0,60.0,+0.57%,500.0,10401.0,20400.0,1180.0
386.0,SGC에너지,28700.0,250.0,+0.88%,5000.0,28233.0,30544.0,2094.0
387.0,LS전선아시아,13470.0,130.0,-0.96%,500.0,8185.0,5067.0,275.0
388.0,QV KIS CD금리투자 ETN,51240.0,10.0,+0.02%,0.0,,,
389.0,유나이티드제약,25150.0,50.0,+0.20%,500.0,2625.0,4179.0,482.0
390.0,LX하우시스,45500.0,1300.0,+2.94%,5000.0,36112.0,24837.0,149.0
391.0,풀무원,10590.0,110.0,+1.05%,500.0,28383.0,20492.0,263.0
392.0,LF,13720.0,40.0,-0.29%,5000.0,19685.0,25840.0,1852.0
393.0,KBSTAR KIS국고채30년Enhanced,66000.0,175.0,-0.26%,0.0,,,
394.0,신성이엔지,1929.0,20.0,-1.03%,500.0,6641.0,5776.0,210.0
395.0,KODEX 코스닥150선물인버스,3950.0,30.0,+0.77%,0.0,,,
396.0,영진약품,2150.0,20.0,-0.92%,500.0,2184.0,2031.0,-74.0
397.0,현대그린푸드,11600.0,90.0,-0.77%,500.0,,,
398.0,삼천리,96700.0,800.0,-0.82%,5000.0,57891.0,50220.0,912.0
399.0,삼화콘덴서,37500.0,100.0,-0.27%,1000.0,2635.0,2875.0,305.0
400.0,광동제약,7430.0,380.0,+5.39%,1000.0,14315.0,9320.0,382.0
401.0,삼성SDI우,240500.0,3500.0,-1.43%,5000.0,,,
402.0,삼성FN리츠,5030.0,30.0,+0.60%,500.0,93.0,7467.0,63.0
403.0,코리아써키트,16380.0,890.0,+5.75%,500.0,15969.0,12934.0,992.0
404.0,유진투자증권,3990.0,35.0,-0.87%,5000.0,18216.0,80764.0,181.0
405.0,파미셀,6430.0,140.0,-2.13%,500.0,602.0,1127.0,89.0
406.0,아모레퍼시픽우,36550.0,550.0,+1.53%,500.0,,,
407.0,대동,15190.0,990.0,+6.97%,1000.0,14637.0,17138.0,883.0
408.0,맵스리얼티1,4075.0,25.0,+0.62%,0.0,,,
409.0,KB스타리츠,3650.0,15.0,+0.41%,500.0,286.0,9825.0,-214.0
410.0,세아제강,129900.0,3000.0,-2.26%,5000.0,18018.0,14651.0,2152.0
411.0,아세아제지,40750.0,500.0,+1.24%,5000.0,10234.0,10349.0,1094.0
412.0,대원제약,16600.0,360.0,+2.22%,500.0,4789.0,4536.0,430.0
413.0,국도화학,40250.0,100.0,+0.25%,5000.0,16018.0,14991.0,969.0
414.0,남해화학,7300.0,50.0,-0.68%,1000.0,21696.0,9029.0,626.0
415.0,STX,15290.0,1170.0,+8.29%,2500.0,11886.0,7418.0,-20.0
416.0,대신증권우,13830.0,30.0,+0.22%,5000.0,,,
417.0,KODEX 단기변동금리부채권액티브,108645.0,30.0,+0.03%,0.0,,,
418.0,현대퓨처넷,3255.0,45.0,+1.40%,500.0,1542.0,9153.0,95.0
419.0,한화리츠,5040.0,0.0,0.00%,500.0,193.0,7165.0,118.0
420.0,KISCO홀딩스,21950.0,50.0,+0.23%,1000.0,18106.0,17359.0,1979.0
421.0,한일홀딩스,11470.0,20.0,+0.17%,1000.0,19656.0,32680.0,1325.0
422.0,아세아,163900.0,200.0,+0.12%,5000.0,20723.0,31824.0,2326.0
423.0,백광산업,7790.0,0.0,0.00%,500.0,2327.0,4032.0,279.0
424.0,퍼시스,30350.0,50.0,+0.17%,1000.0,3813.0,5448.0,327.0
425.0,풍산홀딩스,34650.0,650.0,-1.84%,5000.0,3877.0,11428.0,802.0
426.0,LS네트웍스,4375.0,165.0,+3.92%,5000.0,3629.0,13004.0,80.0
427.0,KODEX 은행,6440.0,30.0,-0.46%,0.0,,,
428.0,효성화학,90100.0,1800.0,-1.96%,5000.0,28786.0,31311.0,-3367.0
429.0,남양유업,473000.0,8000.0,-1.66%,5000.0,9647.0,9023.0,-868.0
430.0,HJ중공업,4085.0,15.0,-0.37%,5000.0,17882.0,25677.0,66.0
431.0,에어부산,2910.0,30.0,-1.02%,1000.0,4050.0,12279.0,-813.0
432.0,이아이디,1392.0,0.0,0.00%,200.0,2692.0,5662.0,-128.0
433.0,HL홀딩스,33300.0,100.0,+0.30%,5000.0,12771.0,22799.0,858.0
434.0,SOL 미국배당다우존스,9145.0,5.0,-0.05%,0.0,,,
435.0,BGF,3515.0,20.0,-0.57%,1000.0,4350.0,19380.0,612.0
436.0,대한제강,14360.0,770.0,+5.67%,1000.0,21416.0,12205.0,2154.0
437.0,신도리코,33250.0,50.0,-0.15%,5000.0,3782.0,10385.0,-22.0
438.0,TIGER 글로벌리튬&2차전지SOLACTIVE(합성),6985.0,90.0,-1.27%,0.0,,,
439.0,대원강업,5390.0,90.0,-1.64%,500.0,10245.0,10104.0,221.0
440.0,한진,22300.0,900.0,+4.21%,5000.0,28494.0,40932.0,1145.0
441.0,조광피혁,50000.0,200.0,+0.40%,5000.0,1220.0,4420.0,5.0
442.0,KODEX 미국달러SOFR금리액티브(합성),10350.0,15.0,-0.14%,0.0,,,
443.0,DB,1644.0,7.0,+0.43%,500.0,4013.0,4143.0,236.0
444.0,TIGER 글로벌자율주행&전기차SOLACTIVE,9805.0,10.0,+0.10%,0.0,,,
445.0,KODEX ESG종합채권(A-이상)액티브,105720.0,15.0,+0.01%,0.0,,,
446.0,TIGER 중장기국채,49120.0,30.0,+0.06%,0.0,,,
447.0,삼성 인버스 2X 코스닥150 선물 ETN,8170.0,70.0,+0.86%,0.0,,,
448.0,대상홀딩스,9020.0,2080.0,+29.97%,1000.0,52267.0,40153.0,1438.0
449.0,KODEX 국고채3년,58290.0,25.0,-0.04%,0.0,,,
450.0,이리츠코크렙,5090.0,10.0,-0.20%,500.0,218.0,6915.0,168.0
451.0,ACE 국고채10년,87275.0,155.0,+0.18%,0.0,,,
452.0,콘텐트리중앙,16680.0,1560.0,+10.32%,5000.0,8521.0,25881.0,-716.0
453.0,서흥,27650.0,350.0,+1.28%,500.0,6350.0,9264.0,620.0
454.0,KOSEF 200,33445.0,45.0,-0.13%,0.0,,,
455.0,KODEX 코스피,25495.0,10.0,+0.04%,0.0,,,
456.0,한국쉘석유,243500.0,0.0,0.00%,5000.0,3016.0,1723.0,351.0
457.0,한화3우B,14000.0,50.0,-0.36%,5000.0,,,
458.0,지누스,16550.0,250.0,-1.49%,500.0,11596.0,11148.0,656.0
459.0,포스코스틸리온,51800.0,1300.0,-2.45%,5000.0,12021.0,5545.0,382.0
460.0,TIGER 리츠부동산인프라,4295.0,5.0,-0.12%,0.0,,,
461.0,한국토지신탁,1222.0,7.0,-0.57%,1000.0,2129.0,17181.0,533.0
462.0,한투 KIS CD금리투자 ETN,51230.0,0.0,0.00%,0.0,,,
463.0,CR홀딩스,6540.0,80.0,-1.21%,500.0,7980.0,16204.0,226.0
464.0,TIGER 24-12 금융채(AA-이상),50065.0,5.0,+0.01%,0.0,,,
465.0,삼진제약,22000.0,50.0,-0.23%,1000.0,2740.0,4066.0,232.0
466.0,CJ4우(전환),72100.0,1600.0,+2.27%,5000.0,,,
467.0,LG생활건강우,145100.0,1000.0,-0.68%,5000.0,,,
468.0,웅진씽크빅,2635.0,10.0,+0.38%,500.0,9333.0,7908.0,276.0
469.0,서울가스,60800.0,300.0,-0.49%,5000.0,17245.0,18713.0,33.0
470.0,TIGER 미국S&P500선물(H),51260.0,150.0,-0.29%,0.0,,,
471.0,농심홀딩스,65200.0,600.0,-0.91%,5000.0,6746.0,13891.0,528.0
472.0,미래에셋 레버리지 원유선물혼합 ETN(H),7370.0,240.0,-3.15%,0.0,,,
473.0,한일현대시멘트,15630.0,370.0,-2.31%,5000.0,4712.0,6491.0,352.0
474.0,KEC,1481.0,40.0,+2.78%,500.0,2562.0,4011.0,180.0
475.0,이엔플러스,4320.0,255.0,+6.27%,500.0,269.0,1203.0,-132.0
476.0,사조대림,32000.0,1800.0,-5.33%,5000.0,20188.0,11683.0,977.0
477.0,DL건설,13290.0,150.0,-1.12%,5000.0,19624.0,17468.0,811.0
478.0,KODEX 선진국MSCI World,22640.0,60.0,-0.26%,0.0,,,
479.0,STX중공업,10220.0,70.0,+0.69%,2500.0,1793.0,4163.0,113.0
480.0,TIGER KRX2차전지K-뉴딜,14515.0,275.0,-1.86%,0.0,,,
481.0,SK증권,616.0,4.0,-0.65%,500.0,12507.0,64648.0,179.0
482.0,이수화학,12780.0,220.0,-1.69%,5000.0,22076.0,11881.0,360.0
483.0,동국홀딩스,9130.0,150.0,-1.62%,5000.0,85111.0,64512.0,7435.0
484.0,스카이라이프,6070.0,10.0,-0.16%,2500.0,10342.0,13613.0,632.0
485.0,일성신약,21800.0,100.0,+0.46%,1000.0,612.0,4944.0,13.0
486.0,TIGER 미국배당다우존스,9995.0,10.0,+0.10%,0.0,,,
487.0,KODEX 미국채울트라30년선물(H),7660.0,30.0,-0.39%,0.0,,,
488.0,SOL 반도체소부장Fn,12885.0,200.0,+1.58%,0.0,,,
489.0,일양약품,15050.0,110.0,-0.73%,2500.0,3838.0,4982.0,404.0
490.0,조선내화,24050.0,800.0,-3.22%,500.0,,,
491.0,종근당홀딩스,56900.0,1100.0,+1.97%,2500.0,9090.0,13764.0,-329.0
492.0,코오롱플라스틱,7500.0,70.0,-0.92%,1000.0,5181.0,3870.0,460.0
493.0,모토닉,8600.0,0.0,0.00%,500.0,2239.0,4641.0,138.0
494.0,KBSTAR 미국나스닥100,15420.0,120.0,-0.77%,0.0,,,
495.0,알루코,2935.0,75.0,-2.49%,500.0,6454.0,8169.0,346.0
496.0,KODEX Fn Top10동일가중,7340.0,70.0,-0.94%,0.0,,,
497.0,SNT홀딩스,17300.0,200.0,+1.17%,500.0,16295.0,25584.0,1447.0
498.0,휴스틸,5010.0,30.0,-0.60%,1000.0,10309.0,12064.0,2892.0
499.0,KODEX 국고채30년액티브,98085.0,135.0,-0.14%,0.0,,,
500.0,한국철강,6600.0,90.0,+1.38%,1000.0,10642.0,9387.0,1215.0
501.0,YG PLUS,4415.0,90.0,-2.00%,500.0,1402.0,2414.0,103.0
502.0,이연제약,15060.0,120.0,-0.79%,500.0,1540.0,4847.0,96.0
503.0,대한제당,3115.0,15.0,+0.48%,500.0,13781.0,12195.0,381.0
504.0,아이마켓코리아,8340.0,160.0,+1.96%,500.0,35882.0,12250.0,563.0
505.0,KBSTAR 비메모리반도체액티브,11190.0,185.0,+1.68%,0.0,,,
506.0,수산인더스트리,19310.0,10.0,+0.05%,200.0,3035.0,5772.0,506.0
507.0,지역난방공사,23800.0,100.0,-0.42%,5000.0,41730.0,74781.0,-4039.0
508.0,신성통상,1912.0,66.0,-3.34%,500.0,15426.0,10697.0,1441.0
509.0,현대차증권,8660.0,10.0,+0.12%,5000.0,11860.0,102331.0,1146.0
510.0,락앤락,6300.0,160.0,+2.61%,500.0,5212.0,7085.0,23.0
511.0,도화엔지니어링,8080.0,10.0,+0.12%,500.0,5558.0,5226.0,119.0
512.0,HD현대에너지솔루션,24300.0,50.0,-0.21%,5000.0,9848.0,6528.0,902.0
513.0,남선알미늄,2090.0,0.0,0.00%,500.0,2557.0,4012.0,-25.0
514.0,잇츠한불,12300.0,130.0,-1.05%,500.0,1307.0,4862.0,48.0
515.0,조일알미늄,2130.0,40.0,-1.84%,500.0,5624.0,3677.0,158.0
516.0,에이프로젠,1018.0,62.0,-5.74%,500.0,783.0,5999.0,-1193.0
517.0,동화약품,9630.0,60.0,-0.62%,1000.0,3404.0,4611.0,299.0
518.0,티와이홀딩스,5290.0,190.0,-3.47%,500.0,3536.0,22830.0,224.0
519.0,환인제약,14330.0,150.0,-1.04%,500.0,1989.0,3694.0,298.0
520.0,한국콜마홀딩스,7240.0,160.0,+2.26%,500.0,6499.0,12691.0,330.0
521.0,스틱인베스트먼트,6370.0,80.0,-1.24%,500.0,604.0,2539.0,103.0
522.0,STX엔진,11480.0,40.0,-0.35%,2500.0,5440.0,8534.0,-88.0
523.0,LG헬로비전,3410.0,40.0,-1.16%,2500.0,11679.0,14280.0,538.0
524.0,KODEX 25-11 회사채(A+이상)액티브,10150.0,5.0,-0.05%,0.0,,,
525.0,제주은행,8110.0,270.0,-3.22%,5000.0,2756.0,73203.0,270.0
526.0,BYC,416500.0,2000.0,-0.48%,5000.0,1697.0,6689.0,253.0
527.0,현대차3우B,107000.0,200.0,-0.19%,5000.0,,,
528.0,한국금융지주우,43650.0,0.0,0.00%,5000.0,,,
529.0,JW홀딩스,3490.0,20.0,-0.57%,500.0,8645.0,11576.0,1033.0
530.0,세진중공업,4450.0,0.0,0.00%,500.0,4101.0,5518.0,249.0
531.0,삼양패키징,15990.0,0.0,0.00%,5000.0,4074.0,6426.0,237.0
532.0,한미글로벌,22950.0,350.0,+1.55%,500.0,3744.0,3731.0,307.0
533.0,한솔제지,10450.0,10.0,+0.10%,5000.0,24580.0,22100.0,1302.0
534.0,다올투자증권,4080.0,330.0,-7.48%,5000.0,18420.0,95037.0,1070.0
535.0,케이씨,18290.0,280.0,-1.51%,500.0,8580.0,10046.0,1012.0
536.0,현대코퍼레이션,18600.0,250.0,-1.33%,5000.0,61270.0,18313.0,668.0
537.0,제일약품,16600.0,260.0,-1.54%,500.0,7222.0,4569.0,-135.0
538.0,롯데하이마트,10330.0,20.0,-0.19%,5000.0,33368.0,24642.0,-520.0
539.0,한국무브넥스,8000.0,170.0,-2.08%,1000.0,13714.0,7994.0,370.0
540.0,광주신세계,30500.0,400.0,+1.33%,1000.0,1849.0,9135.0,656.0
541.0,하나제약,13600.0,120.0,-0.87%,500.0,2108.0,3460.0,312.0
542.0,TIGER 반도체,35610.0,505.0,+1.44%,0.0,,,
543.0,동양,1008.0,23.0,-2.23%,500.0,7677.0,9836.0,79.0
544.0,SIMPAC,3670.0,20.0,-0.54%,500.0,6722.0,9651.0,1189.0
545.0,KBSTAR 미국S&P500,12950.0,60.0,-0.46%,0.0,,,
546.0,한전산업,7320.0,30.0,-0.41%,500.0,3460.0,1578.0,187.0
547.0,진원생명과학,3035.0,55.0,-1.78%,1000.0,487.0,2229.0,-401.0
548.0,KBSTAR Fn수소경제테마,9055.0,30.0,+0.33%,0.0,,,
549.0,AK홀딩스,17880.0,70.0,-0.39%,5000.0,37880.0,50043.0,-218.0
550.0,코오롱글로벌,12490.0,220.0,+1.79%,5000.0,26021.0,28341.0,1667.0
551.0,KBSTAR 200TR,18075.0,25.0,-0.14%,0.0,,,
552.0,삼영무역,12680.0,20.0,+0.16%,500.0,4925.0,6242.0,194.0
553.0,경방,8520.0,0.0,0.00%,500.0,3892.0,12483.0,319.0
554.0,TIGER 미국배당+7%프리미엄다우존스,9595.0,5.0,+0.05%,0.0,,,
555.0,TYM,5160.0,50.0,-0.96%,2500.0,11661.0,7821.0,1220.0
556.0,부국증권,22100.0,0.0,0.00%,5000.0,9834.0,14814.0,605.0
557.0,이지스밸류리츠,4435.0,25.0,+0.57%,1000.0,434.0,5332.0,323.0
558.0,신대양제지,5660.0,0.0,0.00%,500.0,6764.0,8845.0,509.0
559.0,KODEX 삼성그룹밸류,8460.0,50.0,-0.59%,0.0,,,
560.0,제이에스코퍼레이션,16900.0,240.0,-1.40%,100.0,9751.0,5338.0,815.0
561.0,넥센,4195.0,25.0,-0.59%,500.0,30040.0,47269.0,-225.0
562.0,현대비앤지스틸,14810.0,100.0,-0.67%,5000.0,12812.0,8578.0,335.0
563.0,삼익THK,10600.0,60.0,-0.56%,500.0,3391.0,4440.0,206.0
564.0,TIGER 미국나스닥100커버드콜(합성),9710.0,0.0,0.00%,0.0,,,
565.0,세방,11460.0,40.0,-0.35%,500.0,12904.0,12810.0,451.0
566.0,코오롱,17500.0,40.0,+0.23%,5000.0,56599.0,44775.0,3110.0
567.0,ACE 베트남VN30(합성),16610.0,65.0,-0.39%,0.0,,,
568.0,KBSTAR ESG사회책임투자,10800.0,50.0,-0.46%,0.0,,,
569.0,동성케미컬,4420.0,35.0,+0.80%,1000.0,11401.0,8995.0,554.0
570.0,한국제지,1154.0,2.0,+0.17%,1000.0,2273.0,2010.0,35.0
571.0,대교,2590.0,20.0,+0.78%,500.0,6831.0,6667.0,-500.0
572.0,KPX홀딩스,51800.0,500.0,-0.96%,5000.0,12404.0,18199.0,555.0
573.0,대덕,6440.0,50.0,+0.78%,500.0,16619.0,19034.0,1969.0
574.0,TIGER 23-12 국공채액티브,207970.0,35.0,+0.02%,0.0,,,
575.0,대한제분,128300.0,700.0,-0.54%,5000.0,13682.0,13184.0,433.0
576.0,대성에너지,7860.0,90.0,-1.13%,1000.0,10209.0,8345.0,9.0
577.0,KPX케미칼,44600.0,100.0,-0.22%,5000.0,9836.0,7768.0,465.0
578.0,성신양회,8780.0,90.0,-1.01%,5000.0,10304.0,11876.0,18.0
579.0,신세계 I&C,12490.0,40.0,+0.32%,500.0,5969.0,4829.0,375.0
580.0,TIGER 종합채권(AA-이상)액티브,50700.0,30.0,-0.06%,0.0,,,
581.0,경농,10960.0,190.0,-1.70%,500.0,3616.0,4486.0,410.0
582.0,동국씨엠,7140.0,120.0,-1.65%,5000.0,,,
583.0,경보제약,8880.0,270.0,-2.95%,500.0,1963.0,2405.0,14.0
584.0,두산우,53000.0,800.0,+1.53%,5000.0,,,
585.0,SOL 200TR,11935.0,20.0,-0.17%,0.0,,,
586.0,TIGER 헬스케어,27040.0,325.0,-1.19%,0.0,,,
587.0,일신방직,9050.0,60.0,-0.66%,500.0,5931.0,11767.0,-160.0
588.0,한화갤러리아,1085.0,17.0,-1.54%,500.0,,,
589.0,백산,9330.0,190.0,+2.08%,500.0,4759.0,3389.0,503.0
590.0,예스코홀딩스,34950.0,0.0,0.00%,5000.0,14715.0,14914.0,3.0
591.0,하이트진로홀딩스,9020.0,50.0,+0.56%,5000.0,24843.0,39450.0,2025.0
592.0,GS글로벌,2530.0,25.0,-0.98%,2500.0,50709.0,14194.0,705.0
593.0,한솔테크닉스,6500.0,50.0,-0.76%,5000.0,16474.0,10719.0,551.0
594.0,TIGER 차이나CSI300,8455.0,80.0,-0.94%,0.0,,,
595.0,넥스틸,7950.0,310.0,-3.75%,500.0,6684.0,5880.0,1813.0
596.0,디아이씨,5300.0,140.0,+2.71%,500.0,6959.0,6482.0,313.0
597.0,에스엠벡셀,1842.0,37.0,-1.97%,500.0,1368.0,1496.0,34.0
598.0,SOL 2차전지소부장Fn,7785.0,75.0,-0.95%,0.0,,,
599.0,에이프로젠바이오로직스,306.0,14.0,-4.37%,500.0,652.0,6761.0,-54.0
600.0,신한서부티엔디리츠,3620.0,10.0,-0.28%,1000.0,149.0,5733.0,83.0
601.0,KBSTAR 단기종합채권(AA-이상)액티브,106115.0,15.0,+0.01%,0.0,,,
602.0,TIGER 일본니케이225,17875.0,85.0,-0.47%,0.0,,,
603.0,금호건설,5450.0,10.0,-0.18%,5000.0,20485.0,16912.0,559.0
604.0,디앤디플랫폼리츠,3105.0,10.0,+0.32%,1000.0,208.0,8680.0,111.0
605.0,JW생명과학,12610.0,10.0,+0.08%,2500.0,1889.0,2529.0,271.0
606.0,벽산,2910.0,0.0,0.00%,500.0,5199.0,6018.0,188.0
607.0,노루페인트,9970.0,10.0,-0.10%,500.0,7533.0,6682.0,261.0
608.0,S-Oil우,49400.0,50.0,-0.10%,2500.0,,,
609.0,자이에스앤디,5120.0,70.0,-1.35%,1000.0,24790.0,19527.0,1989.0
610.0,무림P&P,3180.0,15.0,+0.47%,2500.0,7741.0,16041.0,683.0
611.0,ARIRANG 고배당주,12185.0,25.0,+0.21%,0.0,,,
612.0,HDC랩스,7620.0,50.0,+0.66%,500.0,6107.0,3826.0,123.0
613.0,사조산업,39500.0,100.0,+0.25%,5000.0,6610.0,11666.0,552.0
614.0,태경산업,6710.0,90.0,-1.32%,500.0,7334.0,6250.0,549.0
615.0,NPC,5340.0,30.0,-0.56%,500.0,5446.0,5273.0,235.0
616.0,서연,8350.0,80.0,-0.95%,500.0,32515.0,23235.0,1886.0
617.0,만호제강,47150.0,0.0,0.00%,1000.0,2133.0,2800.0,-74.0
618.0,ARIRANG 종합채권(AA-이상)액티브,103270.0,0.0,0.00%,0.0,,,
619.0,제일파마홀딩스,12200.0,0.0,0.00%,500.0,7930.0,8657.0,-75.0
620.0,동아지질,13840.0,70.0,+0.51%,500.0,2663.0,3723.0,-306.0
621.0,신한 인버스0.5X S&P500 VIX S/T선물 ETN,32385.0,420.0,+1.31%,0.0,,,
622.0,KSS해운,8400.0,80.0,+0.96%,500.0,4454.0,16592.0,695.0
623.0,금호석유우,64100.0,100.0,+0.16%,5000.0,,,
624.0,화승인더,3500.0,60.0,-1.69%,500.0,19130.0,17795.0,733.0
625.0,ACE 테슬라밸류체인액티브,10945.0,70.0,-0.64%,0.0,,,
626.0,일진다이아,13600.0,120.0,-0.87%,1000.0,1868.0,5993.0,33.0
627.0,KIB플러그에너지,815.0,9.0,-1.09%,500.0,1057.0,1927.0,129.0
628.0,흥국화재,3005.0,5.0,+0.17%,5000.0,45289.0,139661.0,1860.0
629.0,코람코더원리츠,4760.0,25.0,-0.52%,500.0,70.0,5161.0,43.0
630.0,한세예스24홀딩스,4800.0,95.0,-1.94%,500.0,33221.0,20370.0,1929.0
631.0,에이블씨엔씨,7380.0,20.0,+0.27%,500.0,2479.0,1954.0,100.0
632.0,삼성전기우,65900.0,200.0,+0.30%,5000.0,,,
633.0,교촌에프앤비,7660.0,70.0,+0.92%,500.0,5175.0,3050.0,88.0
634.0,일진홀딩스,3875.0,20.0,+0.52%,1000.0,14339.0,15861.0,449.0
635.0,TIGER 미국달러SOFR금리액티브(합성),50125.0,105.0,-0.21%,0.0,,,
636.0,키다리스튜디오,5090.0,110.0,+2.21%,500.0,1694.0,3788.0,43.0
637.0,LG우,62300.0,100.0,+0.16%,5000.0,,,
